HIJOS;ACTIVIDAD_ECONOMICA;GRADO_APROBADO;HORAS_SEM_TRABAJA;GANANCIA_NETA;MUNICIPIO_NACIMIENTO;NIVEL_EDUCATIVO;ESTRATO_TARIFA;DEPARTAMENTO;SACTISFACCION_INGRESO;SACTISFACCION_SALUD;SACTISFACCION_TRABAJO;ESCALON_VIDA;MATERIAL_PISOS;MATERIAL_TECHO;ESTADO_CIVIL;NIVEL_EDUCACION_PADRE;NIVEL_EDUCACION_MADRE;EDAD
2;4921;3;60;700000;18592;3;1;18;5;6;6;7;6;4;2;10;10;40
1;8121;8;15;400000;18247;4;2;18;7;5;5;8;6;4;2;2;1;51
1;4723;11;50;1800000;18756;5;2;18;6;7;5;9;4;1;2;2;1;43
1;5611;5;70;828000;73168;3;1;18;7;9;8;8;4;4;6;1;9;56
2;8121;11;48;600000;18860;5;1;18;7;7;7;6;4;4;5;1;9;47
0;4773;5;30;200000;17877;11;3;18;8;6;8;8;4;4;3;2;4;66
1;4111;3;48;500000;18094;3;1;18;7;7;7;8;6;4;6;10;10;69
2;9522;5;70;2000000;;3;1;18;8;5;8;8;6;4;2;1;1;40
0;4711;2;45;500000;76126;3;1;18;9;8;8;9;4;4;6;2;1;73
2;4921;11;48;;18094;5;1;18;7;7;6;7;6;5;6;10;10;50
3;9700;4;35;;41524;3;1;18;9;9;9;9;7;4;5;2;2;33
1;161;11;40;450000;86885;5;1;18;6;9;8;6;6;4;2;1;1;38
1;121;1;40;800000;;3;1;18;9;8;8;8;6;4;2;1;1;54
3;4921;5;60;300000;18247;3;1;18;5;8;4;7;6;4;6;1;1;37
0;161;5;20;200000;76250;3;1;18;6;5;4;8;7;4;4;9;9;65
2;161;7;50;800000;;4;2;18;3;7;7;7;6;4;2;9;10;46
2;141;5;60;;41551;3;1;18;6;8;8;8;6;4;2;1;1;68
1;141;5;40;500000;;3;1;18;5;6;7;7;6;4;2;9;1;47
3;4111;4;40;400000;;3;1;18;5;4;8;6;6;4;2;10;10;56
2;1040;2;60;;18592;3;1;18;5;7;6;5;6;4;2;1;10;37
2;9700;1;20;;18001;3;1;18;3;7;7;7;6;4;3;10;10;63
0;4111;2;25;300000;73168;3;1;18;8;8;8;8;6;4;5;1;1;58
2;3811;3;48;;;3;1;18;5;10;5;3;6;4;2;9;9;39
1;9700;5;15;80000;41020;3;1;18;4;6;4;3;4;4;3;9;1;62
2;5611;8;10;;18094;4;1;18;99;8;8;5;6;4;4;9;1;49
0;141;3;12;300000;25662;3;1;18;5;4;5;10;6;4;3;10;10;83
0;141;3;48;;76563;3;1;18;4;5;5;5;6;4;2;10;9;63
2;141;5;70;;;3;1;18;4;5;8;8;6;4;2;1;1;32
0;144;5;40;200000;18001;3;1;18;3;3;3;3;6;4;2;10;9;61
3;141;5;50;;;3;1;18;4;5;5;7;6;4;2;10;9;34
3;141;11;60;;;5;1;18;8;8;8;8;6;4;2;1;1;23
2;161;9;40;400000;;4;0;18;4;9;5;6;5;4;2;1;1;39
0;141;3;70;300000;41551;3;1;18;4;2;5;5;6;4;2;9;9;71
1;141;5;40;;;3;1;18;7;10;8;5;6;4;2;2;2;27
0;141;2;50;600000;18753;3;1;18;4;5;9;8;6;4;5;1;1;71
2;9700;5;65;;;3;1;18;6;10;8;6;6;4;4;2;2;24
1;141;3;60;;;3;1;18;6;9;9;5;6;4;2;9;9;50
0;141;5;42;600000;;3;1;18;5;7;7;7;6;4;6;9;9;51
0;141;2;65;800000;76233;3;1;18;9;6;8;5;6;4;6;1;1;77
1;161;7;40;300000;;4;1;18;2;5;5;3;7;4;2;1;1;35
0;141;5;25;;18610;3;1;18;2;2;2;3;6;4;4;1;1;43
0;141;3;40;800000;18247;3;1;18;5;6;5;5;6;4;2;1;1;48
0;141;5;48;200000;;3;1;18;5;5;10;10;7;4;6;1;1;52
3;141;2;48;400000;;3;1;18;3;5;5;5;5;4;2;1;1;36
0;124;3;40;150000;;3;;18;4;6;8;6;7;4;6;1;1;47
1;122;5;42;800000;41001;3;1;18;7;5;6;8;7;4;6;2;10;49
1;141;5;20;300000;;3;1;18;4;3;8;8;6;4;2;1;1;40
0;141;5;60;800000;;3;1;18;5;5;10;5;6;4;6;1;1;38
0;141;2;12;600000;;3;1;18;4;2;5;5;6;4;2;9;1;44
0;141;3;40;600000;41001;3;1;18;2;5;7;7;6;4;2;1;1;55
1;141;4;48;;;3;1;18;8;10;10;8;6;4;1;1;10;22
0;141;4;70;500000;;3;1;18;6;7;10;9;6;4;6;1;1;57
1;141;5;5;650000;41001;3;1;18;5;6;8;7;6;4;4;1;1;61
2;141;6;60;;;4;1;18;8;8;8;6;6;4;6;1;1;28
0;141;1;40;800000;25662;3;1;18;4;3;7;8;6;4;6;10;10;78
1;141;6;48;;;4;1;18;5;6;5;7;6;4;2;1;1;26
0;141;11;48;800000;73001;5;1;18;5;4;6;5;6;4;5;1;2;72
0;141;4;48;;;3;1;18;5;5;7;5;5;4;2;10;10;23
0;141;3;70;;18150;3;1;18;6;9;8;7;6;4;1;9;9;34
0;141;5;90;;73411;3;1;18;6;9;9;6;6;4;4;9;9;48
2;141;2;70;500000;41001;3;1;18;7;6;8;7;6;4;2;1;1;61
1;141;4;90;;41807;3;1;18;5;9;8;6;6;4;2;1;1;36
0;8610;7;48;;15763;4;1;15;8;9;8;8;4;3;2;9;1;51
2;8610;11;48;;15104;5;1;15;8;9;8;8;6;3;4;1;1;45
0;3110;1;48;;85001;7;1;15;5;9;8;5;4;1;5;1;1;29
3;4781;5;60;1500000;50689;3;3;15;8;8;8;9;4;1;2;10;1;40
0;5619;11;48;;;5;3;15;9;9;8;8;4;1;6;1;1;55
1;4711;11;48;450000;15621;5;1;15;7;8;8;8;4;1;4;9;1;37
1;4112;11;15;800000;25307;5;1;15;7;8;7;8;4;1;6;3;3;51
2;1082;11;48;;15837;5;1;15;7;8;8;8;6;1;4;1;1;30
1;4921;5;72;800000;;11;1;15;8;8;8;7;4;1;2;4;2;36
0;113;5;30;360000;;3;2;15;3;5;3;5;4;1;4;1;1;50
3;141;10;48;500000;11001;5;2;15;7;9;8;8;4;3;5;1;1;42
1;113;8;40;;15842;4;2;15;6;8;9;7;4;4;4;1;9;50
1;5611;11;24;;;5;2;15;3;10;5;5;4;1;5;1;1;28
2;7420;11;40;500000;;5;2;15;6;8;5;8;4;3;4;1;1;36
1;4711;11;8;30000;;5;2;15;5;9;8;5;4;1;5;1;1;40
1;4520;11;36;800000;;5;2;15;5;7;8;7;5;1;2;9;1;36
0;128;11;40;700000;;5;2;15;6;9;6;6;4;2;6;1;1;59
3;2511;11;20;;;5;2;15;3;7;7;6;6;4;6;1;2;41
1;141;3;60;1000000;;3;2;15;4;8;7;6;4;1;6;1;9;70
2;8530;5;48;;15001;11;2;15;7;6;7;7;4;1;2;1;1;47
3;145;5;35;400000;;3;2;15;9;9;5;7;4;1;4;1;9;55
2;8530;5;48;;11001;11;2;15;8;9;7;8;4;1;2;1;1;31
3;7810;11;48;;11001;5;2;15;6;7;10;5;4;3;6;10;10;49
0;9492;5;40;;15804;3;2;15;99;10;8;5;6;4;6;10;9;53
0;145;5;36;700000;;3;2;15;6;9;5;7;4;1;5;1;9;62
1;8530;1;40;;;13;2;15;8;9;8;7;4;3;6;1;4;48
2;8530;1;40;;;13;2;15;6;8;10;6;4;1;4;1;1;57
0;121;2;60;700000;;3;1;15;6;8;7;7;7;3;4;9;9;68
0;141;3;20;;;3;3;15;8;8;6;7;4;3;6;1;1;63
1;121;5;35;300000;;3;2;15;6;5;4;6;6;3;6;1;9;62
0;121;5;48;;;3;1;15;3;8;7;6;7;4;5;9;9;37
0;113;1;14;75000;;3;;15;4;5;5;7;7;7;3;1;1;76
0;121;3;28;340000;15861;3;2;15;5;6;8;8;4;3;6;1;1;61
3;113;5;15;;;3;1;15;99;10;7;7;6;4;6;9;1;35
2;8423;5;60;;;3;1;15;8;8;8;10;4;3;2;1;1;35
0;4792;11;18;98;;5;2;15;3;7;8;6;4;1;4;1;1;60
2;8730;3;32;;;7;1;15;8;10;8;8;4;3;2;10;10;30
0;4752;3;60;1000000;15238;7;2;15;6;7;10;9;4;1;6;10;10;51
1;9700;8;48;;11001;4;2;15;2;3;3;4;6;2;5;10;9;45
3;113;5;48;98;;3;2;15;6;7;7;6;4;1;6;1;1;42
1;141;5;20;500000;15861;3;2;15;10;10;10;7;4;4;3;2;2;79
2;145;2;42;600000;;3;2;15;6;7;8;8;4;3;6;9;9;71
1;141;2;30;1100000;;3;2;15;8;6;7;8;4;3;6;1;1;70
2;161;5;24;200000;;3;2;15;3;5;8;7;6;3;2;2;10;46
2;113;3;40;250000;;3;2;15;6;8;8;7;4;4;6;9;9;44
0;141;4;30;350000;;3;2;15;6;8;7;7;6;3;3;1;1;53
0;161;1;40;98;;7;2;15;7;8;7;7;6;3;2;1;1;23
3;141;4;30;150000;;3;1;15;5;5;9;10;4;4;6;10;10;69
3;8530;5;35;;;3;2;15;6;8;6;6;4;3;5;2;9;38
1;113;3;48;0;;3;2;15;8;8;8;7;4;2;6;1;1;49
0;141;2;6;140000;;3;2;15;5;6;5;8;6;4;6;9;9;71
2;113;3;40;500000;;3;2;15;6;6;7;7;4;2;6;1;1;51
0;113;4;65;1000000;;3;2;15;6;9;6;7;4;2;5;9;9;63
0;113;5;30;130000;;3;2;15;3;4;4;5;6;4;6;1;1;63
1;121;5;40;300000;;3;2;15;3;6;7;8;4;4;6;1;1;65
0;113;3;40;500000;;3;;15;6;8;6;7;7;2;5;1;1;61
0;111;2;24;200000;;3;2;15;6;5;6;7;6;4;6;9;1;70
0;111;5;45;;;3;2;15;7;8;8;8;6;2;2;1;1;58
1;9700;5;24;300000;;3;2;15;6;7;6;7;4;1;4;1;1;49
0;4771;5;70;500000;;3;2;15;6;9;7;7;4;4;5;10;9;61
2;111;5;32;360000;;3;2;15;6;9;8;7;6;2;2;1;1;55
0;121;3;35;600000;;3;1;15;6;8;7;7;4;3;6;9;9;77
2;141;5;60;;15879;3;1;15;4;7;8;7;4;2;2;9;9;51
0;141;3;40;500000;;3;2;15;6;8;8;7;4;6;5;1;1;72
2;161;3;40;600000;;3;2;15;7;7;8;8;6;2;6;1;1;64
0;145;5;42;400000;;3;2;15;4;4;7;9;6;3;6;9;9;78
0;141;7;15;300000;;4;2;15;8;9;6;6;4;3;3;9;10;65
0;141;5;20;180000;;3;2;15;4;6;5;8;7;2;2;1;1;60
0;113;2;40;1000000;;3;2;15;6;8;8;6;4;3;6;10;9;70
1;113;5;48;98;;3;2;15;5;9;8;9;4;3;6;1;1;51
0;9700;11;8;150000;;5;2;15;6;8;7;8;6;3;5;1;1;60
2;113;4;70;600000;;3;2;15;8;9;7;7;7;4;2;3;10;38
0;141;4;20;180000;;3;2;15;5;7;8;8;4;1;5;1;1;65
0;121;5;30;200000;15759;3;2;15;5;10;9;8;6;4;2;1;1;46
4;161;6;48;400000;;4;2;15;5;5;8;8;6;3;2;3;9;40
1;4111;5;50;;;3;2;15;9;10;9;10;4;1;6;10;9;40
0;144;5;24;;;3;;15;8;8;9;9;7;4;5;1;1;50
1;141;5;40;;;3;2;15;6;8;8;7;6;3;6;1;1;57
0;144;3;30;;;3;2;15;8;7;9;8;6;3;6;10;9;57
4;150;5;52;;;3;2;15;7;10;10;6;6;3;6;9;2;36
2;3830;9;30;150000;;4;3;15;5;9;6;10;7;4;4;9;9;42
0;113;5;40;250000;;3;1;15;10;5;4;7;6;3;6;9;9;46
3;3830;3;42;190000;;3;2;15;7;5;5;6;7;4;2;9;9;32
3;161;5;48;600000;25873;3;2;15;5;10;3;6;6;3;6;9;1;38
2;3830;8;48;50000;11001;4;2;15;5;5;8;4;7;4;2;9;1;19
1;1040;11;48;;;5;1;15;9;10;10;10;6;3;2;1;1;23
1;1040;7;84;;15600;4;2;15;5;9;5;10;4;4;2;1;1;22
2;5611;5;72;;;11;3;15;6;9;9;9;4;1;2;8;1;30
2;5611;3;50;1800000;15238;7;2;15;10;10;10;10;4;1;6;2;2;49
1;8544;5;40;;;11;2;15;8;8;8;9;4;1;4;4;4;37
5;141;4;70;;;3;2;15;9;9;9;9;6;3;2;9;2;53
2;4721;11;56;600000;;5;2;15;6;8;9;5;4;3;2;1;1;28
1;141;10;70;400000;;5;2;15;4;10;10;10;6;3;6;1;1;56
1;141;4;70;500000;15632;3;2;15;10;10;10;7;6;3;6;9;9;52
1;141;1;56;;25535;3;2;15;5;5;6;6;6;2;6;9;9;51
0;141;7;48;;;4;2;15;10;10;10;10;4;3;6;9;1;55
0;144;1;28;100000;15632;3;2;15;9;9;9;8;6;4;3;9;9;77
2;4649;10;60;800000;15632;5;1;15;8;7;8;10;6;4;6;1;1;37
1;4921;5;64;;;3;2;15;6;5;6;6;6;4;2;2;1;38
3;141;5;28;800000;15442;3;2;15;8;8;8;8;6;4;2;10;10;52
1;4774;3;70;400000;15531;3;2;15;5;10;10;5;6;3;6;9;9;64
0;5530;5;70;2500000;;3;2;15;8;9;9;9;4;3;2;1;1;52
1;9511;6;72;400000;73001;4;3;15;6;10;10;5;4;3;6;9;9;65
1;8413;11;48;;;5;3;15;5;5;10;7;5;3;6;1;1;62
3;4111;11;60;700000;;5;2;15;4;6;8;10;4;1;2;1;2;40
0;8121;5;50;800000;68686;3;3;15;10;10;10;8;6;3;5;1;1;37
1;9700;5;6;240000;;3;1;50;3;6;5;6;4;2;4;2;2;56
0;4665;8;60;1000000;11001;4;1;50;7;8;7;7;4;4;4;1;1;47
2;4111;6;50;850000;;11;2;50;8;7;7;8;4;3;6;1;3;31
1;9609;11;30;1200000;;5;2;50;7;7;8;5;4;3;6;1;2;39
2;8890;5;48;;;11;3;50;8;9;8;10;4;1;4;2;2;42
2;4921;11;60;900000;15572;5;3;50;8;7;7;7;4;3;2;3;2;44
2;4923;5;60;1000000;50711;3;3;50;9;8;8;7;4;1;6;2;2;36
0;4711;3;5;350000;25885;3;1;50;7;8;8;6;6;4;6;9;9;73
0;9602;9;3;70000;11001;4;1;50;7;5;8;10;6;4;4;2;2;41
1;9602;1;3;50000;11001;6;1;50;4;7;6;6;6;4;4;8;3;38
0;141;8;30;;;4;9;50;4;8;4;6;6;4;5;10;3;21
0;4711;3;50;200000;25394;3;1;50;10;10;10;10;6;4;5;9;9;59
0;141;5;49;;;3;1;50;10;10;10;10;6;4;4;9;9;39
0;141;3;26;480000;;3;1;50;8;7;8;7;6;4;2;9;1;56
0;141;3;56;;25339;3;1;50;5;5;8;8;6;4;4;9;9;60
3;141;5;28;;19256;3;1;50;3;3;3;4;7;4;2;10;9;59
0;4923;8;48;;63470;4;1;50;8;7;8;7;6;4;6;3;1;58
1;126;5;48;;68615;3;1;50;10;10;10;10;6;4;2;9;9;56
0;141;3;28;;5856;3;9;50;6;6;6;4;6;4;4;10;10;60
2;141;4;7;672700;25279;3;1;50;7;8;7;9;6;4;2;2;2;45
3;141;3;48;;17662;3;1;50;10;10;10;10;6;4;2;9;9;39
1;122;5;24;100000;76126;3;1;50;5;10;2;8;6;4;4;10;10;75
2;9492;2;42;;50001;7;1;50;0;6;10;10;4;3;4;3;4;36
1;8121;11;60;650000;;5;1;50;10;10;10;10;4;3;4;2;1;37
5;9492;4;28;500000;99773;3;;50;3;8;8;9;7;4;6;2;2;34
0;8610;5;60;;17001;11;9;50;9;9;9;8;4;4;5;4;4;26
0;9492;1;24;800000;50001;7;2;50;7;5;7;8;4;4;5;7;4;22
0;1410;8;48;500000;68468;4;3;68;5;8;7;8;4;1;6;2;2;69
0;5320;11;40;1000000;;5;2;68;10;10;10;8;4;1;6;2;2;42
0;161;3;120;1300000;20550;3;1;54;5;10;8;7;4;3;4;10;10;42
1;1313;3;60;300000;68001;9;1;54;8;10;10;10;4;4;6;6;4;42
1;141;4;20;400000;;3;1;54;7;9;8;8;4;2;6;10;9;54
2;8513;11;36;;;5;1;54;9;9;10;10;6;4;2;9;9;46
4;129;5;48;828616;;3;1;54;6;9;9;9;7;4;2;9;1;43
2;141;11;48;886000;20517;5;1;54;7;8;8;8;6;3;2;1;2;24
3;141;4;36;;68001;3;1;54;9;9;9;9;6;4;2;9;10;32
0;141;5;96;;54128;3;1;54;8;10;10;10;6;4;2;10;10;21
1;141;5;48;;68001;3;1;54;7;8;8;9;6;4;2;10;10;25
1;141;2;70;;20178;3;1;54;8;9;9;9;6;3;1;1;1;29
2;141;4;50;;13430;3;1;54;10;10;9;10;4;3;2;10;10;46
2;4711;11;70;600000;;5;1;54;8;10;6;10;4;3;2;10;2;32
1;6391;5;48;;;11;4;54;10;9;10;9;4;2;6;8;8;43
3;1521;4;48;400000;;3;1;54;9;8;9;10;6;4;2;1;1;47
1;1011;5;48;150000;54810;3;1;54;6;9;7;6;6;4;2;1;9;45
1;4520;1;20;300000;;7;3;54;4;6;4;6;4;2;2;2;1;55
0;4773;6;60;3000000;;11;5;54;8;5;10;10;4;1;2;9;2;55
0;4111;8;40;720000;;4;1;54;8;9;8;7;4;3;5;9;1;34
0;4330;11;48;;;5;1;54;5;8;7;5;6;3;2;4;4;34
2;8121;5;60;400000;54223;3;1;54;8;8;8;8;6;4;4;1;10;57
3;3600;1;54;;13430;7;1;54;9;9;9;9;4;3;6;1;1;63
3;5629;11;40;600000;54261;5;2;54;8;8;8;8;4;3;4;9;9;45
3;5224;5;8;500000;54398;3;1;54;4;5;5;7;6;3;2;10;10;50
1;8790;5;30;300000;;3;1;54;7;10;9;7;4;4;4;10;9;59
1;9529;3;15;80000;54810;3;1;54;3;10;4;7;4;3;5;9;9;55
3;6190;3;20;100000;81736;3;1;54;6;8;7;8;6;1;4;1;1;46
2;8010;2;84;;;7;9;54;7;5;7;7;4;1;6;10;2;27
0;5613;5;48;300000;;11;1;54;3;8;3;6;4;3;6;9;3;54
0;8424;5;48;;;11;2;54;9;10;10;10;4;3;5;2;2;49
2;6412;5;48;;;11;2;54;10;10;0;9;4;3;2;9;2;32
3;4799;5;60;1000000;;3;2;54;10;10;10;10;4;3;2;2;2;45
1;9522;3;60;600000;;3;1;54;7;8;7;8;6;1;2;2;2;35
0;1410;5;44;480000;54347;3;2;54;6;7;8;7;4;3;4;1;2;42
3;4711;1;30;450000;;3;1;54;10;10;10;8;6;4;6;10;10;39
1;1081;2;24;360000;20228;3;1;54;7;6;7;7;4;4;6;9;9;51
3;7310;5;50;800000;;3;1;54;10;10;10;9;4;3;2;10;2;37
0;4921;8;60;3000000;54498;4;2;54;10;9;10;8;4;3;2;1;2;45
1;4921;11;60;700000;54051;5;2;54;6;10;5;8;4;4;2;1;2;47
1;113;11;48;900000;;5;2;54;5;9;7;6;7;4;2;9;9;30
0;141;3;48;;54245;3;1;54;5;6;9;9;4;3;6;9;9;49
1;111;4;40;0;;3;1;54;5;9;4;8;7;4;6;10;9;34
0;150;2;40;0;;3;1;54;6;9;8;8;6;3;4;1;9;56
4;113;5;48;0;;3;1;54;7;8;5;7;7;4;2;9;9;35
2;150;4;48;200000;54398;3;1;54;8;8;8;5;6;4;6;9;9;52
0;4111;5;48;1000000;20011;3;1;54;5;8;8;6;6;4;2;9;9;20
0;1071;4;40;400000;;3;0;54;4;7;6;7;7;4;2;9;9;37
2;111;3;24;100000;;3;2;54;1;3;5;5;6;2;6;10;10;53
1;128;5;48;500000;;3;1;54;5;5;6;5;6;4;2;1;9;48
1;161;5;48;800000;;3;1;54;8;4;8;10;6;4;6;2;9;38
3;161;11;24;300000;;5;1;54;2;8;9;4;6;3;2;9;9;33
2;145;5;50;;;3;2;54;10;10;10;10;4;3;2;9;9;52
2;4921;5;48;700000;54670;3;1;54;5;2;8;5;4;4;2;1;1;41
2;145;5;48;;54003;3;1;54;5;5;9;4;6;3;2;9;9;38
1;145;10;48;;54003;5;1;54;7;5;7;5;6;3;2;9;9;32
1;2395;11;48;800000;;5;1;54;7;9;9;8;4;3;2;9;1;42
0;5619;11;30;300000;5604;5;2;54;0;3;3;0;6;4;6;1;1;54
1;8544;4;40;;;9;1;76;9;8;10;10;4;1;2;2;1;28
0;141;8;30;1500000;76233;4;4;76;7;6;8;7;4;1;2;1;1;82
1;9512;3;48;3000000;76377;7;4;76;9;3;7;7;4;1;6;1;1;48
2;2432;5;48;;;11;1;76;6;8;8;7;4;3;2;2;2;36
0;8621;5;48;;17001;11;4;76;9;9;9;8;4;1;5;9;9;33
0;4723;2;48;300000;19573;3;1;76;8;8;10;9;4;2;5;9;9;62
0;4111;11;45;500000;;5;1;76;7;9;8;7;4;1;6;2;2;21
3;7210;3;44;;;7;1;76;5;8;7;10;4;1;4;1;1;44
3;4111;6;48;;;4;1;52;7;10;10;10;4;1;2;1;9;33
1;4111;2;48;;;3;1;52;6;5;10;7;4;3;6;9;9;64
1;4111;6;48;;;4;1;52;5;10;10;10;6;1;2;1;1;30
0;6511;5;20;2500000;;11;5;52;8;10;10;8;4;1;4;4;4;57
0;8551;4;8;600000;;11;5;52;6;6;9;8;4;1;6;3;4;71
3;6820;2;60;3000000;73443;7;4;19;8;8;8;8;4;3;6;2;2;43
0;8413;6;52;;;11;4;19;9;8;8;9;4;3;6;10;2;57
1;8544;2;20;;;13;4;19;8;8;8;9;4;3;6;4;8;39
2;4921;3;12;120000;19450;3;2;19;5;5;5;10;4;3;6;10;10;61
1;4321;9;8;180000;76275;4;2;19;4;7;7;6;4;3;6;1;1;50
0;3600;11;50;;;5;2;19;10;8;10;10;4;3;6;10;10;57
2;4111;5;8;200000;19050;3;2;19;4;7;4;7;4;3;2;1;1;53
3;9602;11;6;200000;;5;1;19;2;9;5;5;5;4;1;1;9;28
1;122;3;50;;;3;1;19;3;6;4;6;5;4;2;1;1;48
3;4792;11;56;300000;76109;5;1;19;3;3;3;4;6;1;4;1;1;49
4;4799;11;5;200000;;5;1;19;5;5;9;7;5;4;2;1;2;42
3;722;3;60;700000;;3;1;19;6;6;5;6;6;1;2;1;1;56
0;8530;6;30;;;11;1;19;7;7;9;8;4;3;5;7;7;33
0;510;11;24;400000;;5;1;19;4;7;4;7;6;3;4;1;1;70
0;121;3;24;200000;;3;1;19;4;6;4;4;5;4;3;1;1;86
0;4792;6;20;300000;;11;1;19;3;5;9;10;5;4;5;4;4;28
0;122;3;32;100000;;9;1;19;7;6;7;7;5;4;2;2;2;69
0;4771;1;48;1000000;5266;7;1;19;10;10;10;10;4;1;4;1;4;23
2;4711;10;84;700000;23001;5;1;19;3;7;3;4;4;1;4;2;2;39
2;4771;3;60;1000000;76001;9;1;19;4;6;5;7;4;3;4;2;2;34
0;122;3;48;900000;;3;1;19;7;7;5;7;6;1;5;1;2;46
1;124;12;48;;19318;5;1;19;3;8;3;6;6;1;2;1;1;33
0;4111;2;24;320000;;3;1;19;2;10;5;5;6;4;4;9;9;52
1;124;4;24;480000;;3;1;19;5;4;5;5;6;4;2;1;1;31
0;124;2;24;360000;;3;1;19;5;5;5;5;5;3;4;1;9;51
1;124;2;48;;;3;1;19;4;8;4;6;5;4;2;1;1;64
3;4330;5;50;828116;;3;2;17;7;7;7;8;4;3;6;1;1;46
0;9529;11;10;360000;76736;5;3;17;6;5;6;5;2;2;4;1;3;75
3;8890;5;50;200000;17050;3;3;17;10;10;6;10;2;2;3;9;9;74
1;5511;3;48;;17272;9;3;17;5;10;10;8;5;3;2;2;2;47
3;4520;3;70;;;7;1;17;9;8;7;7;4;1;2;1;1;36
2;5611;8;49;800000;41306;4;1;17;5;10;10;6;6;3;5;10;3;20
1;4330;5;24;1500000;;3;3;17;10;10;10;10;4;3;3;9;10;66
1;2023;11;48;;;5;3;17;7;6;6;6;4;3;2;1;1;50
1;4773;3;56;;17524;9;2;17;9;10;9;9;2;3;2;2;2;35
1;4921;5;50;;;3;2;17;7;7;7;7;4;1;2;1;1;50
0;8412;2;40;3500000;17013;13;2;17;10;10;10;9;4;3;5;1;4;51
1;6521;3;40;;17042;13;2;17;10;10;10;10;4;3;6;4;4;33
2;8414;5;40;;;11;2;17;9;8;8;7;4;1;2;1;1;39
1;8412;5;40;;;11;3;17;7;8;7;7;4;2;6;1;1;40
2;9609;5;30;300000;;3;1;17;9;10;10;8;6;3;4;9;9;71
2;1511;6;48;1000000;;4;1;17;6;8;6;6;4;3;6;1;1;55
0;4755;11;50;828116;17433;5;2;17;6;6;6;5;4;3;5;1;1;38
0;7820;1;48;;17486;6;2;17;7;9;10;8;4;1;2;1;1;44
0;6810;3;40;;;9;2;17;9;10;9;10;4;3;6;3;1;24
2;6120;2;48;;;7;2;17;10;10;10;10;4;3;6;4;4;38
0;8544;5;40;;;11;3;17;8;7;8;8;4;3;5;1;1;29
1;4761;11;36;;;5;1;17;10;10;9;8;4;3;4;1;1;30
0;6810;3;48;;;7;3;17;6;6;6;5;4;3;6;1;1;23
1;4220;2;56;;;3;2;17;6;10;6;4;5;3;2;1;10;43
1;5611;8;48;100000;;4;3;17;5;10;8;8;4;2;5;1;2;32
0;8415;9;48;;17013;4;3;17;7;10;10;3;2;2;3;10;1;63
1;4321;5;40;800000;76001;11;3;17;5;5;5;8;5;2;6;4;4;56
0;4711;5;70;300000;5660;3;2;17;8;8;8;8;6;2;2;10;10;60
1;123;4;120;;;3;2;17;4;6;7;6;4;2;1;3;3;39
1;5611;5;36;400000;;3;2;17;7;6;8;8;5;2;4;10;10;61
0;123;5;50;0;;3;2;17;7;9;8;9;5;2;6;1;1;57
1;123;3;48;;;3;2;17;6;8;6;7;5;2;2;10;10;53
1;123;5;55;0;;3;1;17;5;10;10;10;5;2;2;1;2;47
1;123;5;50;;;3;2;17;5;6;6;8;6;3;6;2;10;64
0;123;5;55;400000;;3;1;17;4;9;9;9;2;2;6;2;2;51
0;123;3;30;;;3;1;17;7;5;6;6;6;3;6;2;2;52
1;4111;2;45;700000;;7;3;17;7;10;7;5;5;2;4;10;10;65
0;9700;4;20;;;3;2;17;6;5;9;6;6;2;4;2;9;51
2;123;8;50;;;4;2;17;6;6;6;6;6;2;2;1;2;47
1;123;5;70;500000;;3;2;17;5;6;6;5;6;2;2;10;10;57
1;123;2;48;300000;;3;2;17;5;6;5;8;6;4;3;10;10;86
2;123;5;60;;17013;3;2;17;8;10;4;6;6;2;2;10;10;26
1;123;4;45;;;3;2;17;99;10;6;8;6;4;6;1;1;52
0;123;3;55;400000;;3;2;17;7;5;9;8;6;2;6;1;1;75
0;123;3;15;150000;17388;3;2;17;3;3;6;6;6;2;6;10;1;78
0;123;4;80;750000;;3;2;17;5;7;7;6;6;3;6;10;10;64
0;123;4;35;;;3;2;17;8;8;8;10;5;2;2;9;1;36
0;6810;8;18;500000;;4;3;17;3;4;10;6;6;2;2;1;1;55
0;3110;5;60;;19100;3;2;17;8;10;6;8;6;2;3;2;2;70
3;123;2;54;;17001;3;1;17;0;9;4;6;4;1;2;9;9;56
1;8530;1;46;;;13;1;17;6;6;7;7;4;3;4;4;10;54
1;9700;5;34;;11001;3;2;17;7;7;5;6;6;3;5;10;10;64
1;5611;5;8;120000;;3;2;17;9;9;9;9;6;3;3;10;10;64
0;311;5;12;200000;;3;1;17;9;9;9;8;6;3;3;9;9;58
1;144;4;30;500000;;3;1;17;3;6;9;10;6;4;6;1;1;61
2;127;5;60;;;3;2;17;7;9;7;9;6;3;2;2;2;27
1;123;10;25;500000;;5;1;17;10;9;10;10;6;4;6;1;1;34
5;123;1;24;150000;;3;1;17;10;10;10;8;4;4;3;10;10;38
1;4771;3;60;1500000;;10;1;17;10;10;10;7;4;4;5;10;10;28
1;119;2;66;920000;17174;3;9;17;8;9;9;9;4;4;2;10;9;32
1;113;2;50;;17433;3;9;17;8;9;9;9;6;3;2;1;1;56
1;113;7;45;;;4;9;17;8;10;8;8;5;3;2;10;1;22
5;141;3;45;;17486;3;9;17;10;10;10;10;5;3;2;1;2;32
