HIJOS;ACTIVIDAD_ECONOMICA;GRADO_APROBADO;HORAS_SEM_TRABAJA;GANANCIA_NETA;MUNICIPIO_NACIMIENTO;NIVEL_EDUCATIVO;ESTRATO_TARIFA;DEPARTAMENTO;SACTISFACCION_INGRESO;SACTISFACCION_SALUD;SACTISFACCION_TRABAJO;ESCALON_VIDA;MATERIAL_PISOS;MATERIAL_TECHO;ESTADO_CIVIL;NIVEL_EDUCACION_PADRE;NIVEL_EDUCACION_MADRE;EDAD
1;141;3;66;;17653;3;9;17;10;10;10;5;6;2;6;9;3;57
2;4330;8;30;300000;66400;4;1;17;99;8;7;8;6;4;6;10;10;45
0;4610;11;48;;;5;2;17;7;10;10;7;4;2;1;10;10;39
2;5611;5;77;3000000;;3;2;17;10;10;10;10;4;3;3;4;2;44
1;123;11;50;;;5;1;17;10;10;10;10;5;4;2;1;1;26
1;123;3;60;500000;;3;1;17;10;10;10;10;5;4;6;1;1;51
1;5613;3;40;400000;;3;1;17;6;9;6;5;5;4;4;1;1;50
2;4711;11;8;;;5;4;66;9;8;9;9;4;3;6;4;2;59
1;9700;11;32;;17877;5;3;66;5;5;8;4;2;2;4;10;3;29
0;8610;3;48;;17174;7;4;66;9;1;5;10;4;2;4;9;9;54
2;3600;6;8;;17013;11;5;66;9;9;8;8;4;3;6;2;2;60
1;2511;2;20;700000;76364;3;3;66;3;7;7;5;5;3;6;10;10;61
1;5619;11;9;;;5;3;66;9;9;10;8;4;3;2;10;10;26
1;4723;5;48;;63130;3;3;66;5;9;10;10;4;3;2;10;10;60
0;4921;9;60;;11001;4;3;66;8;7;8;9;4;1;2;1;1;52
0;4210;3;48;;;9;3;66;8;7;8;9;4;1;2;1;1;60
0;6190;6;40;;63001;11;6;66;10;8;10;10;4;3;6;3;4;62
2;6920;11;56;3000000;5001;5;6;66;9;10;7;7;4;3;6;5;3;42
1;4711;11;48;;;5;3;66;6;8;8;8;4;3;3;2;2;46
1;4771;11;40;;5615;5;3;66;8;8;8;8;4;1;4;1;1;49
1;123;9;25;500000;17541;4;2;66;8;8;8;10;4;1;6;10;10;59
4;123;3;60;800000;;3;2;66;6;6;5;5;4;3;6;10;9;41
1;4111;3;60;400000;;3;1;66;8;4;6;6;4;3;1;10;10;34
3;4752;5;48;;76100;3;2;66;6;7;6;8;4;1;1;9;9;41
0;4773;4;33;;76520;9;6;66;10;10;9;6;3;1;1;10;10;56
2;113;5;48;50000;66456;3;1;66;10;10;10;9;4;2;6;1;1;64
1;4921;6;84;500000;;4;1;66;0;0;5;8;4;3;2;1;1;48
0;123;5;45;;;3;2;66;5;10;9;10;5;2;2;10;1;30
0;123;8;30;99;66400;4;3;66;9;8;8;9;5;3;1;1;1;83
1;8413;5;30;;;11;3;66;8;7;8;8;4;3;3;1;1;53
2;1521;9;21;500000;11001;4;2;66;10;8;6;6;4;1;6;1;1;34
1;2711;11;8;;;5;3;66;6;8;7;9;4;3;2;2;1;53
1;8010;4;48;;;3;2;66;8;7;8;8;4;3;2;1;1;63
1;4921;8;9;900000;66001;4;2;66;10;10;9;10;4;3;6;1;1;66
3;1410;11;48;;;5;2;66;10;9;7;8;4;2;2;1;10;50
2;8010;11;48;;23001;5;2;66;8;8;8;9;4;3;6;1;1;59
2;4923;3;48;;;7;2;66;6;6;6;6;4;3;2;2;2;44
2;6619;9;63;1500000;66001;4;3;66;7;9;8;8;4;2;6;4;4;42
0;8523;5;40;;11001;11;2;66;10;10;8;10;4;3;6;4;3;47
2;123;7;50;700000;;4;1;66;5;8;6;9;5;4;6;1;1;51
1;4520;2;5;0;17001;7;2;66;7;7;6;9;4;3;6;10;10;38
1;123;2;50;600000;17013;3;1;66;8;8;8;7;4;4;6;10;10;64
0;123;11;48;200000;66687;5;2;66;8;5;8;8;6;3;4;1;1;62
2;7911;1;48;;;7;3;05;8;7;7;6;4;1;4;2;2;30
2;1410;3;60;;;9;3;05;5;7;7;5;4;1;4;2;2;54
2;4921;5;48;;;3;3;05;7;8;7;8;4;2;6;3;2;56
1;1104;6;48;;;11;3;05;7;7;6;6;4;1;6;4;1;47
1;8621;6;48;;;11;4;05;6;7;6;6;4;1;6;3;4;39
1;4771;3;15;800000;5736;9;5;05;0;2;5;6;4;1;4;9;2;46
0;8610;5;48;;5809;11;4;05;8;10;8;8;4;1;6;2;1;53
3;8121;11;48;;5628;5;2;05;10;10;10;7;4;1;2;2;2;44
1;8551;2;48;;;7;4;05;8;9;8;8;4;1;4;2;4;50
0;8544;5;48;3500000;5313;11;3;05;9;9;10;9;4;2;5;1;2;27
0;4663;11;48;;;5;2;05;7;10;9;10;4;1;4;4;4;47
0;8890;5;50;;5480;11;2;05;8;10;10;8;4;1;5;3;4;25
1;6920;2;40;20000000;5809;13;6;05;10;9;10;10;4;1;5;4;4;61
0;7010;3;48;;;13;6;05;8;10;10;8;4;1;6;2;4;56
3;4711;4;48;;5667;3;2;05;10;10;10;8;4;1;2;1;2;47
1;8621;2;24;24000000;;13;6;05;10;8;10;9;4;1;6;8;3;55
3;4799;7;48;250000;;4;2;05;10;10;10;9;6;1;2;2;2;46
0;4799;5;50;100000;;3;2;05;5;10;10;8;6;3;5;2;3;55
1;2022;11;48;;;5;2;05;6;9;7;7;4;2;6;3;2;54
0;5320;11;48;;;5;2;05;7;9;7;7;4;1;5;3;2;45
2;3110;5;48;;5034;3;2;05;6;9;10;10;4;1;6;10;9;57
2;4321;11;48;1000000;;5;2;05;10;10;10;8;6;2;2;10;10;33
1;8010;11;60;;5809;5;2;05;5;10;10;8;4;1;2;2;3;40
1;7911;11;48;;;5;2;05;7;8;8;8;4;1;4;2;2;47
0;5229;2;55;1000000;;9;2;05;10;8;9;0;4;1;5;2;4;29
1;4111;2;48;;5315;3;2;05;8;9;7;7;4;1;2;10;10;40
0;312;3;20;200000;;3;1;05;0;0;0;5;1;2;2;1;1;64
2;5619;9;6;120000;;4;1;05;0;3;3;3;5;4;5;1;1;44
2;5611;1;48;;23855;6;3;05;8;9;7;7;6;3;4;10;4;41
2;122;11;40;;5045;5;1;05;8;8;8;8;4;3;6;9;2;44
0;4781;6;50;400000;5890;4;2;05;8;8;7;8;6;1;4;10;2;41
1;4752;11;48;;63130;5;2;05;8;8;8;6;6;1;2;1;1;26
1;3110;5;48;;5001;3;1;05;8;6;7;6;6;3;2;1;1;29
3;4719;2;48;380000;;3;2;05;8;8;8;7;2;3;4;1;1;56
0;2012;2;48;;;3;1;05;8;8;7;6;4;2;2;1;1;60
3;4112;5;48;;;3;2;05;7;7;7;5;4;1;6;10;10;40
2;4111;9;48;;20383;4;2;05;6;5;6;6;4;1;2;1;1;35
1;4651;6;48;;;11;2;05;8;6;8;6;4;1;4;1;1;37
0;9602;2;40;;76109;7;1;94;6;9;7;7;4;3;5;4;4;23
0;8413;2;40;;;7;1;94;7;8;8;7;6;4;4;2;9;39
2;8415;11;60;;;5;1;94;9;9;7;8;6;4;2;2;2;40
0;8413;2;30;;94343;9;2;94;10;10;10;8;6;4;5;2;2;29
0;8424;1;48;;11001;13;2;94;6;10;7;10;4;1;5;4;4;39
0;141;4;10;3000000;25290;11;2;94;10;10;10;10;6;4;2;10;10;64
2;8530;5;20;;50226;11;2;94;10;10;10;10;4;4;2;1;1;56
0;3110;1;8;1500000;;10;1;94;5;10;10;5;6;4;5;1;2;28
3;8412;2;48;;5789;7;2;94;6;6;6;6;6;4;5;1;4;33
1;4711;13;58;600000;;5;2;94;6;7;8;7;6;4;1;1;1;30
2;5611;8;10;98;;4;2;94;8;10;10;10;6;4;4;10;9;46
1;4520;7;30;500000;85230;4;2;94;7;6;7;8;6;3;2;10;10;63
0;4520;6;40;1000000;11001;4;2;94;7;7;9;8;6;4;2;10;10;45
0;4719;2;50;900000;5088;3;2;94;10;10;10;9;6;4;5;1;1;49
1;4792;2;8;200000;;7;1;94;3;8;7;7;6;4;5;2;9;30
0;4922;6;42;;50001;4;2;94;6;6;6;7;6;4;4;9;1;55
1;8523;2;40;;;7;2;94;8;8;8;8;6;4;2;8;3;31
3;4711;1;10;0;;7;1;94;8;10;10;3;6;4;2;1;10;37
2;8423;2;42;;50006;9;2;94;10;10;10;9;6;4;6;4;4;33
0;4111;5;25;200000;;3;1;94;8;8;8;7;6;4;5;10;10;40
2;8412;11;40;;94883;5;1;94;7;7;8;8;4;4;2;9;1;41
0;8412;11;40;;5789;5;2;94;10;7;10;8;6;3;4;1;2;56
0;4711;2;56;900000;50001;3;2;94;5;7;6;8;6;4;6;10;10;56
0;4921;11;40;900000;;5;2;94;5;10;5;5;6;4;5;1;1;26
0;5611;4;8;500000;;3;2;94;3;5;10;8;6;4;5;10;5;67
0;4111;11;40;800000;;5;2;94;5;10;6;6;6;4;5;1;1;34
0;8412;5;40;;;11;1;94;6;10;10;6;6;4;5;1;1;68
0;8413;13;40;3100000;8832;5;2;94;5;5;8;8;6;4;5;6;6;35
3;4111;5;40;;94883;3;1;94;6;7;6;6;6;4;6;1;1;45
2;4792;10;40;600000;73275;5;1;94;8;8;9;10;4;4;2;10;10;47
2;8890;1;18;200000;;3;1;94;99;7;6;8;7;4;4;10;10;54
2;4542;1;56;;;7;1;94;8;7;7;9;4;4;2;2;2;39
1;4111;6;49;;;4;1;94;5;8;4;6;6;4;2;1;1;48
1;8530;5;35;;94343;13;1;94;7;8;8;10;6;4;5;3;1;36
0;4773;1;56;600000;99624;7;2;94;8;10;8;9;4;4;5;4;4;50
2;8121;5;48;;94886;3;1;94;8;10;8;7;6;4;4;1;9;54
0;8412;2;48;;;9;2;94;7;7;8;8;6;4;2;3;1;58
0;8121;11;25;890000;8001;5;2;94;4;8;6;6;6;4;5;1;1;27
2;7210;1;48;;;6;2;94;10;10;10;8;6;3;2;9;9;37
1;5619;11;40;850000;;5;2;94;8;10;10;7;6;4;2;1;1;61
0;4632;6;70;10000000;11001;11;3;94;10;10;10;10;4;4;6;3;1;44
2;4111;7;40;850000;;4;2;94;6;10;10;7;6;4;2;1;1;55
1;8413;5;40;;5789;11;2;94;7;6;8;6;6;4;5;1;2;50
0;4711;5;98;98;94886;3;1;94;7;8;9;8;6;4;2;10;10;49
3;8413;11;40;;;5;2;94;8;10;10;7;6;4;4;1;1;49
0;8890;5;48;;27205;11;1;94;10;10;10;10;6;4;4;9;9;56
1;4923;5;48;1000000;;3;;94;5;10;5;5;4;4;2;2;2;31
0;5630;5;20;800000;11001;11;2;94;10;10;10;10;4;4;4;2;3;52
0;4921;9;60;98;95001;4;;94;7;8;8;7;7;4;5;10;10;21
2;3110;5;48;1000000;;3;1;94;10;10;10;10;6;4;2;1;1;53
0;8412;1;70;;;7;2;94;5;10;8;6;6;4;5;6;1;28
2;113;5;60;98;;3;;94;6;8;7;6;7;4;2;2;2;36
0;5613;4;59;890000;;3;2;94;5;10;8;10;6;4;4;1;1;45
1;4711;5;60;1000000;85001;3;;94;0;5;5;5;7;4;2;1;2;52
0;161;5;40;870000;;3;2;94;5;7;4;5;6;4;2;1;1;71
2;4530;9;40;;;4;2;94;8;10;9;7;6;4;2;1;1;33
0;4111;6;40;950000;;4;2;94;6;10;10;7;6;4;2;1;1;42
2;9529;11;66;750000;81736;5;1;94;7;10;8;7;4;4;2;1;1;40
0;4111;2;52;890000;;9;2;94;5;10;7;6;6;4;5;2;2;39
0;3290;2;25;99;;3;1;94;3;7;6;9;6;4;2;10;10;68
1;8121;5;48;;99773;3;1;94;10;10;8;9;6;4;2;1;1;52
1;5021;5;65;1000000;15790;3;;94;0;5;0;0;7;4;2;1;9;61
3;8121;5;48;800000;;3;;94;10;10;10;10;6;4;4;1;1;36
2;4111;9;8;850000;;4;2;94;9;10;9;6;6;4;5;10;1;58
0;5611;11;56;1000000;;5;1;94;8;8;10;8;6;6;5;6;1;25
0;8523;6;43;;11001;11;3;94;9;8;8;8;4;4;4;2;2;53
1;6499;7;48;2500000;5887;4;2;94;10;10;10;10;4;4;2;2;2;23
1;8610;3;48;;18029;9;1;94;10;10;5;10;6;4;2;1;1;36
1;8414;6;8;4500000;11001;11;2;94;10;10;10;10;4;4;2;8;2;52
0;4111;11;48;800000;;5;1;94;8;10;10;10;6;4;5;4;3;24
1;6190;3;48;;8001;9;2;94;10;10;10;10;4;1;2;4;4;39
0;4921;8;60;600000;;4;2;94;5;8;5;8;6;4;2;1;1;29
0;5613;13;48;;;5;0;94;7;9;2;9;6;4;2;10;1;34
1;5613;8;42;818000;;4;2;94;5;10;10;10;6;4;2;3;3;26
2;8610;8;40;;;4;1;94;5;9;6;8;6;4;2;2;1;36
3;5619;3;15;600000;50226;3;;94;5;10;9;7;6;4;2;1;9;42
1;4723;5;40;890000;;3;0;94;9;10;10;10;6;4;2;1;1;53
0;8610;3;48;;;9;1;94;10;10;10;10;6;4;5;1;1;34
0;6810;5;1;3500000;15104;3;2;94;10;10;10;10;4;4;4;9;9;69
0;4645;2;48;;;7;2;94;10;10;10;10;4;4;5;3;4;30
0;5611;2;48;1000000;54810;7;2;94;10;10;10;10;4;4;4;1;9;47
2;9700;2;48;600000;25040;3;1;94;8;6;7;6;6;4;5;2;2;50
0;122;4;40;900000;99773;3;;94;4;9;9;8;7;4;2;9;9;56
1;8511;1;40;;99773;7;;94;5;9;7;6;6;4;2;1;1;32
1;8523;6;48;;27001;11;2;94;10;10;10;10;4;4;6;8;6;33
0;4111;10;50;1800000;68001;5;2;94;5;10;5;5;4;1;4;2;2;54
1;4711;5;40;300000;;3;;94;99;5;1;4;6;4;2;10;10;75
0;4921;2;70;600000;;3;;94;7;10;9;8;7;4;2;2;1;22
1;8220;6;48;98;50689;11;1;94;8;8;9;8;4;4;1;10;10;23
2;8423;3;60;;;7;2;94;10;10;10;10;4;4;6;1;9;32
0;4111;4;48;1000000;95001;3;2;94;10;10;10;10;7;4;2;9;9;60
2;5619;11;9;840000;50001;5;2;94;10;10;10;10;4;4;2;1;1;63
2;8121;1;30;850000;50001;7;;94;8;10;9;8;7;4;4;1;1;30
1;6424;6;48;;63212;10;2;94;10;10;10;10;4;4;2;4;4;44
2;4723;9;4;300000;;4;1;94;8;10;10;8;6;4;2;1;2;69
3;8130;5;45;480000;;3;;94;7;10;10;4;7;4;2;1;1;33
2;2511;11;48;1200000;;5;1;94;8;9;10;5;6;4;2;1;1;40
2;4711;8;8;;;4;1;94;8;10;10;5;6;4;2;1;9;28
2;312;2;27;450000;;3;1;94;5;7;9;5;7;4;2;9;9;46
1;6511;1;40;;;7;1;94;4;8;4;6;6;4;5;1;1;29
2;2511;1;40;1300000;;6;1;94;7;10;8;4;6;4;2;1;1;21
0;8121;11;40;850000;;5;;94;4;10;7;5;6;4;5;1;1;31
0;9700;9;20;930000;;4;;94;7;10;10;5;6;4;5;1;1;21
0;5619;3;48;;;7;2;94;10;10;10;10;4;4;5;3;3;23
2;8423;3;48;;50001;9;2;94;10;10;10;10;4;4;4;3;3;40
1;4111;9;48;1000000;;4;1;94;10;10;10;10;6;4;2;9;1;33
2;9700;9;48;;;4;1;94;10;9;10;7;6;4;4;1;1;27
3;4520;5;48;1500000;23807;3;1;94;10;10;10;10;6;4;6;2;2;52
1;4799;5;48;800000;;3;;94;10;10;10;10;6;4;4;9;9;42
2;8121;4;48;;8685;3;1;94;5;10;5;5;4;4;4;2;2;41
0;8414;5;48;;50001;11;2;94;8;8;7;8;4;4;5;6;4;35
1;161;3;60;1000000;;3;2;94;7;8;8;5;7;4;2;10;10;54
0;113;9;60;98;97001;4;1;94;6;6;5;5;6;4;2;10;10;72
5;113;3;36;400000;;3;1;94;5;4;4;6;6;4;2;10;10;38
1;311;4;30;200000;;3;1;94;4;5;4;5;6;4;2;10;10;55
2;4542;10;48;2500000;85010;5;1;94;8;9;8;9;6;6;2;3;1;33
0;4111;3;54;;;3;9;94;10;10;10;6;5;6;2;9;9;45
1;9499;11;30;600000;;5;9;94;8;8;8;9;5;6;2;1;1;30
2;5224;9;40;;;4;9;94;2;3;4;5;5;6;2;8;1;23
2;5224;2;30;;;3;9;94;7;7;8;7;5;6;2;9;9;49
3;113;3;30;200000;;3;9;94;9;8;9;9;5;6;2;9;10;50
0;5022;10;30;;;5;9;94;6;9;7;8;5;6;5;1;9;28
0;322;2;16;300000;;3;9;94;8;10;9;8;5;6;6;9;1;44
0;322;10;29;500000;;5;;94;10;10;10;10;7;6;2;1;9;33
0;322;5;25;150000;;3;;94;8;6;8;8;7;6;5;9;9;57
2;4723;9;30;200000;;4;;94;8;8;9;10;7;6;2;1;1;35
1;4723;8;70;150000;;4;;94;0;0;0;8;7;6;2;1;9;33
2;4723;9;27;100000;;4;;94;6;10;8;7;6;6;2;1;9;36
5;312;4;30;60000;;3;;94;8;8;8;10;7;6;6;9;9;46
0;322;5;30;200000;;3;;94;8;10;8;8;7;6;5;9;9;33
0;4723;10;27;120000;;5;;94;8;8;8;8;7;6;2;1;1;19
3;4723;5;20;100000;;3;;94;7;7;6;7;7;4;6;10;9;44
4;311;3;30;180000;;3;;94;8;8;8;7;7;6;6;9;9;36
5;4111;5;37;;94886;3;9;94;8;7;6;8;7;4;6;9;9;41
2;4719;5;20;200000;;3;9;94;8;10;9;9;6;4;6;1;1;29
3;113;2;40;50000;94886;3;9;94;8;7;7;7;7;4;6;9;9;53
0;113;5;17;40000;;3;9;94;8;8;8;8;7;4;2;1;9;20
0;312;2;30;60000;;3;9;94;7;7;7;7;7;6;5;1;9;33
5;311;1;45;200000;;3;9;94;8;10;10;7;7;6;2;9;9;43
2;113;5;40;200000;;3;1;94;8;9;9;8;7;6;2;1;1;26
1;311;3;20;70000;;3;;94;6;8;7;8;7;6;2;10;9;20
0;8530;6;20;98;;4;;94;5;9;9;7;7;6;6;10;10;25
4;4711;5;50;200000;;3;1;94;8;8;8;8;7;4;6;1;1;43
0;8523;5;40;;;3;1;94;8;9;7;9;6;4;6;10;10;68
0;4111;5;48;860000;;3;1;86;8;5;6;5;4;3;2;1;1;59
4;161;4;48;;;3;;86;7;8;8;8;5;4;6;1;1;42
2;161;5;48;;;3;1;86;7;8;8;8;6;4;2;1;9;27
1;161;2;48;;52051;3;1;86;8;7;8;8;6;3;6;1;1;60
2;4921;11;60;;;5;1;86;7;8;7;8;4;3;2;2;2;36
1;8610;11;48;;;5;1;86;8;8;8;8;6;4;2;1;1;48
2;5310;11;48;;;5;1;86;7;8;8;8;6;4;6;1;1;47
1;127;11;45;;;5;1;86;6;9;6;8;5;4;1;1;10;29
1;127;5;56;;;3;1;86;5;6;4;6;5;4;2;9;9;34
0;122;9;35;;52786;4;0;86;7;8;7;7;5;4;2;1;1;29
2;127;5;56;;;3;1;86;8;7;7;5;4;4;2;1;9;35
2;127;4;6;;;3;1;86;3;7;6;6;5;4;2;1;1;33
1;122;5;40;380000;52687;3;1;86;6;8;7;7;6;4;2;1;10;56
0;127;4;40;;;3;1;86;6;10;6;7;5;4;5;1;10;33
2;122;5;40;;;3;1;86;7;9;8;4;5;4;2;10;10;49
0;122;3;40;100000;52110;3;1;86;5;7;6;7;6;4;4;9;1;67
1;122;11;40;100000;;5;1;86;7;6;7;7;6;4;6;1;1;40
2;161;5;72;5000;5250;3;8;86;5;9;4;1;6;4;2;10;10;28
3;5210;6;10;98;;4;8;86;7;9;7;7;5;3;2;10;2;34
4;111;5;20;98;;3;8;86;3;8;7;8;5;3;2;1;1;43
4;122;5;48;5000;76113;3;8;86;4;5;5;1;5;4;2;10;10;62
2;122;5;42;500000;;3;8;86;7;8;8;8;4;3;2;2;10;43
2;161;5;48;150000;;3;8;86;8;8;7;7;5;4;4;2;2;49
1;122;8;42;;;4;8;86;6;7;6;5;5;3;1;2;1;25
2;122;10;48;98;52210;5;8;86;7;6;8;8;5;3;2;1;10;39
0;161;5;48;100000;;3;8;86;7;10;7;6;2;7;5;4;1;34
0;122;11;48;98;;5;8;86;8;10;10;8;5;3;5;10;10;23
0;161;5;48;;;3;;86;7;8;7;7;5;4;5;2;9;29
0;122;4;40;98;;3;;86;7;9;6;8;5;4;5;10;1;30
2;113;2;36;;19100;3;;86;6;9;7;3;5;4;4;1;1;39
0;113;2;56;98;;3;8;86;6;8;7;7;5;4;2;9;9;58
2;161;3;84;;;3;8;86;5;9;8;5;6;4;5;10;9;33
0;122;6;48;;52036;4;8;86;7;8;8;6;5;4;5;10;10;32
0;122;9;48;;52036;4;8;86;7;7;8;6;5;4;5;10;10;27
1;8610;3;54;;19100;6;2;86;3;4;3;5;6;3;4;2;2;38
0;161;8;56;;19130;4;1;86;5;9;9;3;6;4;4;10;1;19
1;122;5;48;99;;3;1;86;7;7;8;6;6;4;2;10;10;36
0;161;2;48;200000;52411;3;1;86;8;7;8;8;2;3;6;10;10;58
0;113;1;54;100000;76250;3;1;86;5;5;7;5;5;3;6;10;10;64
0;145;1;12;99;52260;3;1;86;3;7;3;5;5;4;3;9;9;50
0;161;4;32;230000;;3;1;86;6;8;8;7;4;4;5;1;10;32
1;161;3;48;;;3;1;86;6;7;8;7;5;4;2;10;1;39
5;2392;4;63;;;3;;86;5;9;10;7;7;7;2;10;10;38
2;2395;3;60;;86757;3;1;86;7;6;7;8;5;4;6;10;10;33
2;122;5;35;220000;;3;1;86;7;8;8;8;4;4;2;10;10;42
0;2395;5;40;;5543;3;1;86;6;9;6;7;6;4;5;10;2;31
0;8121;11;17;260000;;5;1;86;5;7;6;5;6;4;5;1;1;25
1;8121;11;20;98;19212;5;1;86;6;8;6;9;6;4;5;10;10;49
2;9700;1;48;;19397;3;1;86;6;6;7;7;6;3;4;9;10;47
2;4754;4;60;98;13667;9;1;86;7;9;7;9;4;1;2;10;10;34
1;9602;2;48;450000;85230;9;2;99;0;9;10;5;4;4;4;10;10;46
0;4111;11;70;;;5;2;99;10;10;10;7;6;4;2;10;10;24
1;5619;5;50;300000;;11;1;99;5;8;7;5;4;4;2;10;10;31
2;5619;5;8;99;;10;1;99;8;8;8;7;4;4;5;1;1;39
0;8415;6;40;;86573;11;1;99;9;9;9;10;4;4;5;4;4;41
0;7820;6;8;;99524;11;1;99;9;8;8;8;4;4;2;1;1;33
0;6190;3;8;;50001;9;1;99;7;8;8;9;4;4;5;4;4;37
1;8010;11;48;;50006;5;1;99;10;10;10;10;6;4;6;1;10;38
1;8121;5;110;850000;;3;2;95;0;5;6;7;6;4;5;1;1;43
2;4711;3;35;300000;17877;3;2;95;6;4;7;7;4;4;4;10;10;74
2;8413;11;70;;;5;1;95;10;10;10;8;4;4;2;1;1;44
0;8412;1;43;;25019;7;1;95;8;8;10;7;6;4;6;10;10;49
2;4711;5;70;900000;50606;3;2;95;10;10;10;9;4;4;2;1;1;52
0;4111;3;54;1200000;;7;1;95;7;9;8;5;6;4;5;9;9;26
1;4111;5;54;1000000;17042;3;1;95;8;10;10;8;4;4;6;9;9;41
2;4330;6;48;;50001;4;2;95;5;10;10;10;6;3;2;10;10;29
2;5619;6;36;200000;5282;4;3;08;4;4;4;6;4;3;3;4;9;54
2;8530;4;30;;;11;3;08;9;10;10;10;4;1;2;2;2;56
1;2511;8;72;900000;;4;1;08;8;8;8;7;4;3;4;1;1;64
1;2229;9;48;;8001;4;1;08;10;0;10;10;4;3;6;2;2;59
1;4761;2;50;;20013;10;3;08;5;10;10;10;4;1;4;1;1;48
0;5229;3;30;800000;;3;1;08;6;8;9;8;7;4;4;2;2;62
2;4921;1;60;700000;8001;7;1;08;8;8;9;8;6;3;6;4;4;50
3;9311;11;20;2000000;20001;5;1;08;10;10;10;10;4;3;6;1;1;45
0;6910;1;48;1700000;13001;13;4;08;9;9;9;9;4;1;3;4;2;63
0;7110;1;60;4000000;;13;4;08;8;9;9;10;4;1;4;8;8;40
4;4530;11;56;828116;8001;5;2;08;8;8;9;10;4;1;2;4;4;31
0;4520;2;55;;8001;9;2;08;8;8;9;8;4;1;2;2;2;28
2;4923;11;48;;;5;2;08;8;8;7;8;4;3;2;4;4;38
2;8412;5;48;;63001;11;3;08;8;10;9;8;4;1;5;2;2;42
2;4111;9;48;900000;;4;2;08;7;7;8;7;4;3;6;2;2;61
2;3600;2;48;;;7;2;08;8;8;8;8;4;3;2;4;2;63
3;6499;9;40;828116;47205;4;2;08;5;8;7;8;4;1;2;1;1;57
2;4771;5;5;3000000;;11;6;08;5;7;7;7;4;1;4;4;4;51
1;7110;5;48;7000000;;11;6;08;8;10;9;9;4;1;6;4;4;50
2;7110;4;48;;23001;3;1;08;6;6;6;6;6;3;4;1;1;50
2;141;3;32;9000000;68755;10;6;08;9;9;10;9;4;1;6;2;4;59
1;6521;5;48;;8001;11;2;08;8;10;8;8;4;1;4;3;4;31
0;8423;1;70;;20001;7;2;08;9;9;9;8;4;1;5;2;2;27
0;8513;5;25;;47555;11;2;08;8;9;8;8;4;1;6;1;2;25
2;4210;6;48;;8001;11;2;08;7;7;7;8;4;1;2;4;4;28
0;7912;5;40;828116;;11;4;08;99;8;8;8;4;1;3;1;1;67
2;5619;9;70;800000;;4;1;08;8;8;8;7;4;1;2;3;2;34
1;5619;9;70;600000;17001;4;1;08;3;8;8;8;6;1;2;2;4;40
3;4921;2;65;850000;;3;1;08;8;8;7;5;6;3;2;1;1;33
1;9602;3;50;;13062;7;4;08;9;8;9;9;4;3;4;2;2;37
2;1089;11;48;900000;8558;5;2;08;8;8;10;10;4;3;6;4;3;55
2;4921;11;48;700000;;5;2;08;8;7;7;8;4;1;2;1;1;34
1;4781;7;48;800000;;4;1;08;6;9;7;7;7;3;6;9;9;41
2;5629;11;48;;8001;5;1;08;8;10;8;8;4;3;2;2;2;33
0;4921;11;65;800000;;5;1;08;6;6;5;5;6;3;1;1;1;35
3;8621;5;24;3000000;;11;6;08;7;8;8;9;4;2;4;8;4;54
3;3511;1;50;;;13;6;08;8;9;8;9;4;1;6;4;4;47
1;4520;3;48;;;7;1;08;8;9;7;8;6;3;2;2;2;29
1;6920;5;40;2500000;5837;11;1;08;7;10;6;7;4;3;4;4;4;40
2;6910;5;18;8500000;;11;6;08;10;10;10;9;4;1;4;8;4;43
1;7010;2;60;1200000;;9;1;08;8;8;10;9;4;3;6;10;2;30
2;4111;7;40;1200000;;4;1;08;5;7;7;8;6;3;2;3;2;36
0;4111;9;20;1200000;;4;1;08;7;8;7;8;6;3;5;3;2;31
0;5224;11;45;450000;;5;1;08;6;10;6;5;7;4;4;3;2;24
1;9523;6;48;900000;;4;1;08;7;9;9;8;4;3;4;2;1;40
1;8610;11;48;;13140;5;1;08;6;8;8;7;6;3;2;2;3;38
1;8121;1;48;;;6;2;08;7;9;9;9;4;3;2;5;3;41
1;4330;9;48;828000;47161;4;2;08;7;8;7;7;4;3;2;1;1;58
2;9602;8;6;200000;8001;4;2;08;6;8;8;7;4;3;2;2;2;42
2;7810;2;48;;8001;7;1;08;8;6;8;8;4;3;6;4;4;29
2;4210;11;48;;8001;5;1;08;8;7;8;8;4;3;2;2;2;56
0;1410;5;12;800000;13248;3;1;08;6;8;6;6;4;3;5;2;9;67
2;4921;6;44;450000;8001;4;1;08;6;8;6;6;4;3;6;9;9;62
2;5320;7;60;1000000;47551;4;1;08;2;8;7;6;4;3;2;10;2;57
2;4781;9;60;700000;20238;4;1;08;5;7;5;5;4;3;2;2;2;51
3;4771;11;70;300000;13580;5;1;08;7;6;7;6;6;3;6;4;9;53
0;3110;7;60;1000000;8001;4;1;08;5;8;5;7;4;3;6;2;2;49
4;150;11;56;;13212;5;1;08;8;9;9;9;6;3;2;9;9;58
2;4723;4;35;500000;;3;1;08;8;9;8;10;6;3;2;9;9;33
1;5229;11;8;800000;;5;1;08;3;8;7;3;4;3;6;1;1;61
1;4111;11;48;500000;;5;0;08;7;8;7;7;6;3;2;1;2;38
3;121;11;48;;20001;5;1;08;7;10;8;9;6;3;1;2;2;35
2;161;2;40;420000;;3;0;08;4;3;3;5;6;4;2;9;1;27
